,year,month,day,humidity,sha_tin_min,sha_tin_max,happy_velley_min,happy_velley_max
1123,2011,01,28,56-86,12.2,16.5,13.3,17.8
1124,2011,01,29,42-58,10.1,15.5,9.8,16.1
1125,2011,01,30,44-59,7.9,15.8,9.1,16.0
1126,2011,01,31,48-78,10.2,16.8,11.3,16.8
1127,2011,02,01,54-80,11.5,19.1,11.8,19.6
1128,2011,02,02,47-79,10.9,19.6,11.3,20.1
1129,2011,02,03,62-83,12.2,19.9,12.7,20.0
1130,2011,02,04,58-85,10.0,23.0,10.6,22.5
1131,2011,02,05,49-86,10.6,23.2,11.4,23.2
1132,2011,02,06,48-76,13.3,24.1,14.8,24.4
1133,2011,02,07,45-84,13.3,23.6,14.7,23.8
1134,2011,02,08,60-91,16.7,25.1,15.7,26.2
1135,2011,02,09,70-94,15.5,24.9,16.1,24.4
1136,2011,02,10,65-88,15.2,22.5,15.4,23.7
1137,2011,02,11,61-92,13.8,17.3,14.8,18.1
1138,2011,02,12,63-76,11.8,15.3,13.0,15.3
1139,2011,02,13,70-97,10.3,13.8,11.3,14.0
1140,2011,02,14,60-88,7.6,12.2,8.7,12.3
1141,2011,02,15,73-95,9.9,11.7,10.7,12.1
1142,2011,02,16,89-95,11.2,14.7,11.2,15.3
1143,2011,02,17,88-98,14.3,17.6,14.9,19.9
1144,2011,02,18,86-95,13.3,14.8,13.8,15.8
1145,2011,02,19,85-94,11.3,13.5,12.5,13.9
1146,2011,02,20,70-94,12.0,15.6,13.1,16.6
1147,2011,02,21,73-93,14.1,17.1,14.1,17.6
1148,2011,02,22,41-81,14.7,17.9,14.6,17.6
1149,2011,02,23,56-82,14.0,21.7,15.4,22.4
1150,2011,02,24,65-89,13.1,22.8,14.1,25.1
1151,2011,02,25,66-88,16.0,22.7,16.9,22.5
1152,2011,02,26,56-87,16.8,23.0,16.4,23.3
1153,2011,02,27,62-91,16.9,25.6,17.7,25.2
1154,2011,02,28,50-94,15.6,27.5,15.5,27.2
1155,2011,03,01,70-89,18.8,25.4,18.3,26.6
1156,2011,03,02,56-89,15.5,21.1,16.6,22.6
1157,2011,03,03,63-90,15.3,22.4,15.0,22.7
1158,2011,03,04,59-75,14.1,18.9,14.6,18.8
1159,2011,03,05,63-77,14.3,17.8,14.9,18.6
1160,2011,03,06,68-93,17.4,21.3,17.4,23.1
1161,2011,03,07,45-94,14.0,22.1,15.6,23.9
1162,2011,03,08,61-94,12.5,17.1,12.8,17.4
1163,2011,03,09,52-94,12.6,17.7,13.1,17.9
1164,2011,03,10,51-78,13.7,18.4,15.1,19.6
1165,2011,03,11,62-81,15.3,19.6,15.9,19.8
1166,2011,03,12,64-87,16.1,22.6,16.9,23.3
1167,2011,03,13,59-91,14.6,26.6,15.3,25.6
1168,2011,03,14,59-90,18.4,27.8,19.2,28.0
1169,2011,03,15,58-94,14.1,23.3,15.0,22.3
1170,2011,03,16,43-60,12.6,18.2,13.3,18.8
1171,2011,03,17,44-71,14.1,17.7,14.8,18.4
1172,2011,03,18,59-96,13.2,16.3,14.6,16.6
1173,2011,03,19,91-98,14.1,18.6,15.6,19.0
1174,2011,03,20,91-99,18.1,22.9,18.1,23.8
1175,2011,03,21,74-99,20.2,28.3,19.6,28.6
1176,2011,03,22,66-94,15.0,23.5,16.2,25.9
1177,2011,03,23,65-81,13.8,17.1,14.6,17.9
1178,2011,03,24,59-82,14.1,18.7,15.1,20.2
1179,2011,03,25,45-68,14.1,21.1,14.9,21.6
1180,2011,03,26,47-71,16.0,20.6,16.4,21.1
1181,2011,03,27,60-81,13.7,16.3,14.4,16.8
1182,2011,03,28,42-70,14.1,21.0,14.6,21.4
1183,2011,03,29,42-64,13.3,22.0,14.9,21.3
1184,2011,03,30,34-70,15.9,20.5,16.9,20.9
1185,2011,03,31,25-79,15.9,24.1,16.6,23.2
1186,2011,04,01,50-87,16.0,26.3,16.7,26.9
1187,2011,04,02,51-89,17.7,27.7,18.6,28.5
1188,2011,04,03,55-87,16.8,27.8,17.9,27.4
1189,2011,04,04,76-89,17.0,21.4,17.8,22.0
1190,2011,04,05,63-90,17.0,19.7,17.6,20.3
1191,2011,04,06,44-85,17.0,24.3,17.4,23.2
1192,2011,04,07,55-90,18.6,27.0,18.7,27.9
1193,2011,04,08,46-92,17.6,28.5,18.3,29.6
1194,2011,04,09,60-89,19.3,27.1,19.5,28.0
1195,2011,04,10,53-93,19.9,29.5,20.2,29.2
1196,2011,04,11,58-92,19.0,31.9,19.2,30.9
1197,2011,04,12,59-82,20.1,24.1,20.4,24.6
1198,2011,04,13,45-80,19.8,28.7,20.0,28.6
1199,2011,04,14,59-86,18.4,28.4,19.1,27.6
1200,2011,04,15,58-89,19.8,29.0,20.5,27.8
1201,2011,04,16,65-91,21.7,29.7,21.4,29.3
1202,2011,04,17,78-97,23.2,29.0,23.2,27.2
1203,2011,04,18,65-97,21.3,27.7,21.7,27.4
1204,2011,04,19,48-80,18.7,28.3,19.7,27.9
1205,2011,04,20,63-84,20.2,24.0,20.4,24.1
1206,2011,04,21,67-89,20.8,25.6,21.0,25.8
1207,2011,04,22,61-92,20.4,27.8,20.6,28.4
1208,2011,04,23,75-95,19.1,22.8,19.5,23.8
1209,2011,04,24,33-77,15.4,28.1,16.5,28.6
1210,2011,04,25,48-79,16.5,29.3,18.4,28.4
1211,2011,04,26,40-86,18.4,29.0,19.7,29.0
1212,2011,04,27,65-86,22.7,31.4,23.1,30.5
1213,2011,04,28,76-92,0.0,0.0,23.5,28.6
1214,2011,04,29,88-97,22.4,23.8,23.0,24.3
1215,2011,04,30,69-96,23.0,28.3,23.3,27.9
1216,2011,05,01,75-93,23.2,29.1,24.1,28.5
1217,2011,05,02,73-91,24.7,30.1,25.4,29.6
1218,2011,05,03,68-87,25.3,30.4,25.8,29.8
1219,2011,05,04,77-93,22.1,27.7,23.6,28.6
1220,2011,05,05,85-94,22.0,25.6,22.3,26.4
1221,2011,05,06,70-94,23.6,30.0,23.9,29.9
1222,2011,05,07,66-88,24.5,30.0,25.8,30.0
1223,2011,05,08,71-90,25.9,30.1,25.9,30.6
1224,2011,05,09,73-92,25.6,31.0,25.9,31.3
1225,2011,05,10,56-88,25.4,32.5,26.5,32.2
1226,2011,05,11,66-88,27.6,33.3,27.6,31.5
1227,2011,05,12,67-88,27.7,33.4,27.9,32.0
1228,2011,05,13,79-96,25.4,29.5,24.7,29.4
1229,2011,05,14,82-98,23.3,26.7,23.5,28.7
1230,2011,05,15,89-97,23.6,25.1,23.8,26.2
1231,2011,05,16,80-96,23.8,28.5,23.9,30.6
1232,2011,05,17,82-92,22.3,23.8,22.7,25.0
1233,2011,05,18,45-88,21.9,28.2,22.4,28.8
1234,2011,05,19,68-88,21.6,28.4,23.8,29.8
1235,2011,05,20,67-91,24.5,29.3,24.6,30.6
1236,2011,05,21,77-98,23.9,29.0,24.4,29.7
1237,2011,05,22,85-99,23.3,26.7,23.2,26.6
1238,2011,05,23,74-99,22.6,26.5,23.3,28.0
1239,2011,05,24,71-96,18.8,23.1,19.8,25.3
1240,2011,05,25,75-93,19.8,24.3,21.2,25.6
1241,2011,05,26,52-76,22.4,29.2,22.8,30.4
1242,2011,05,27,57-81,22.4,30.2,22.8,31.5
1243,2011,05,28,50-88,22.1,32.4,23.3,33.1
1244,2011,05,29,70-84,22.9,28.7,23.8,29.4
1245,2011,05,30,48-83,23.0,28.3,23.7,29.7
1246,2011,05,31,43-84,21.4,33.0,0.0,0.0
1247,2011,06,01,55-84,24.8,33.0,25.7,32.6
1248,2011,06,02,70-87,25.2,30.5,25.9,32.1
1249,2011,06,03,62-84,25.5,31.5,26.0,30.8
1250,2011,06,04,64-84,26.1,31.2,27.1,31.6
1251,2011,06,05,68-83,27.4,33.0,27.8,32.1
1252,2011,06,06,68-82,28.2,32.4,28.1,31.0
1253,2011,06,07,68-80,28.1,32.3,27.7,31.9
1254,2011,06,08,69-86,28.1,33.0,28.0,31.5
1255,2011,06,09,58-94,26.6,33.5,25.9,33.8
1256,2011,06,10,58-84,25.4,33.5,26.0,34.0
1257,2011,06,11,67-95,25.2,32.7,27.4,32.7
1258,2011,06,12,76-98,24.6,30.7,25.1,31.4
1259,2011,06,13,74-90,26.5,32.3,26.8,32.9
1260,2011,06,14,66-83,28.1,32.0,28.6,32.2
1261,2011,06,15,70-82,27.2,31.6,28.1,31.8
1262,2011,06,16,80-98,24.6,28.3,24.9,28.5
1263,2011,06,17,88-98,25.4,30.1,25.9,30.3
1264,2011,06,18,65-91,26.7,31.9,27.5,32.7
1265,2011,06,19,67-90,27.3,32.4,26.9,33.0
1266,2011,06,20,58-87,27.1,33.3,27.0,35.4
1267,2011,06,21,59-95,27.1,33.9,26.3,34.3
1268,2011,06,22,83-97,25.6,29.2,25.7,28.6
1269,2011,06,23,80-88,28.1,29.1,27.2,29.8
1270,2011,06,24,76-91,26.6,31.6,27.2,31.3
1271,2011,06,25,62-89,26.0,33.2,27.1,33.1
1272,2011,06,26,74-87,27.2,30.2,28.2,31.3
1273,2011,06,27,68-89,26.8,32.4,27.9,33.3
1274,2011,06,28,83-98,24.7,29.2,25.0,29.3
1275,2011,06,29,84-98,24.8,29.5,24.9,28.9
1276,2011,06,30,80-98,24.7,29.4,25.0,30.4
1277,2011,07,01,78-97,26.3,30.8,26.9,30.9
1278,2011,07,02,69-88,26.4,32.2,27.7,32.0
1279,2011,07,03,66-83,27.3,32.6,27.6,32.3
1280,2011,07,04,64-83,27.3,32.8,27.2,33.7
1281,2011,07,05,59-86,26.3,33.6,27.7,34.4
1282,2011,07,06,58-82,27.8,33.5,27.9,34.2
1283,2011,07,07,63-80,27.8,33.4,28.0,34.9
1284,2011,07,08,61-85,27.7,33.8,28.7,35.2
1285,2011,07,09,65-86,28.3,33.5,28.7,34.3
1286,2011,07,10,63-89,27.1,33.2,28.0,35.0
1287,2011,07,11,75-96,26.9,33.1,27.3,32.9
1288,2011,07,12,79-95,26.1,29.2,27.0,29.9
1289,2011,07,13,80-98,26.6,29.8,26.3,29.9
1290,2011,07,14,84-96,25.3,28.4,25.9,29.4
1291,2011,07,15,86-98,25.1,29.1,25.4,30.1
1292,2011,07,16,80-97,25.3,27.9,25.1,28.3
1293,2011,07,17,72-91,25.3,30.7,27.2,31.2
1294,2011,07,18,74-90,25.8,31.9,25.8,31.9
1295,2011,07,19,74-95,25.5,31.5,25.6,31.0
1296,2011,07,20,81-97,25.8,29.4,26.3,28.5
1297,2011,07,21,66-90,26.6,32.4,26.9,32.8
1298,2011,07,22,64-97,25.8,33.0,27.2,32.7
1299,2011,07,23,60-88,26.9,33.4,27.9,33.5
1300,2011,07,24,65-88,25.8,33.6,26.9,33.8
1301,2011,07,25,64-87,27.8,34.8,28.4,34.9
1302,2011,07,26,62-84,27.0,32.6,27.8,33.6
1303,2011,07,27,60-88,27.3,32.9,28.4,34.3
1304,2011,07,28,61-82,25.7,33.4,26.4,33.8
1305,2011,07,29,76-95,25.8,30.5,26.6,30.5
1306,2011,07,30,76-90,26.0,30.8,27.0,31.2
1307,2011,07,31,67-89,26.0,32.0,27.3,33.1
1308,2011,08,01,58-90,25.9,33.1,26.3,33.7
1309,2011,08,02,55-89,25.2,33.8,26.4,34.8
1310,2011,08,03,58-89,25.4,34.4,27.3,34.8
1311,2011,08,04,62-88,26.8,34.4,27.4,33.8
1312,2011,08,05,63-87,26.6,33.6,27.2,34.1
1313,2011,08,06,59-84,26.7,33.8,27.7,34.5
1314,2011,08,07,56-87,28.0,34.6,28.8,34.5
1315,2011,08,08,68-93,27.1,32.9,26.8,33.0
1316,2011,08,09,73-96,25.5,30.1,25.6,31.4
1317,2011,08,10,85-97,25.1,28.6,25.3,29.4
1318,2011,08,11,66-98,25.8,32.7,25.9,31.7
1319,2011,08,12,65-88,26.8,33.0,27.8,32.7
1320,2011,08,13,60-84,26.0,33.2,27.1,32.9
1321,2011,08,14,50-86,26.6,33.7,27.9,33.6
1322,2011,08,15,66-86,26.8,33.6,27.4,32.9
1323,2011,08,16,61-90,26.4,33.0,26.8,33.6
1324,2011,08,17,73-95,25.7,32.0,26.6,31.8
1325,2011,08,18,69-89,25.7,32.5,26.2,32.6
1326,2011,08,19,62-88,26.7,32.6,27.3,33.8
1327,2011,08,20,63-96,26.8,33.0,25.4,33.9
1328,2011,08,21,70-87,26.4,33.3,27.1,33.6
1329,2011,08,22,74-90,26.0,32.7,26.9,33.7
1330,2011,08,23,64-86,26.0,32.8,27.8,33.7
1331,2011,08,24,64-95,27.2,34.0,28.6,34.5
1332,2011,08,25,67-92,26.9,33.2,27.9,32.8
1333,2011,08,26,66-87,26.8,32.5,27.2,32.8
1334,2011,08,27,59-90,26.3,34.8,26.8,34.9
1335,2011,08,28,60-80,26.7,35.6,26.9,34.9
1336,2011,08,29,56-80,29.3,36.0,29.1,35.8
1337,2011,08,30,52-83,27.9,35.8,28.3,35.9
1338,2011,08,31,51-82,27.6,35.8,28.2,36.5
1339,2011,09,01,65-82,26.4,30.9,27.9,32.6
1340,2011,09,02,63-84,26.6,32.5,27.5,31.8
1341,2011,09,03,79-97,25.8,31.1,26.0,32.0
1342,2011,09,04,72-91,24.5,32.7,25.6,32.4
1343,2011,09,05,71-88,26.2,32.5,26.6,33.1
1344,2011,09,06,69-85,26.3,31.6,26.7,33.6
1345,2011,09,07,67-90,25.8,31.7,27.7,33.2
1346,2011,09,08,69-87,27.3,32.0,27.3,33.5
1347,2011,09,09,60-82,26.9,32.7,27.7,32.7
1348,2011,09,10,58-94,27.3,32.0,27.1,32.2
1349,2011,09,11,72-96,25.8,31.3,26.3,31.5
1350,2011,09,12,68-96,26.1,31.3,26.1,32.2
1351,2011,09,13,57-94,27.2,32.2,26.9,33.0
1352,2011,09,14,58-94,26.1,32.2,26.8,33.7
1353,2011,09,15,67-96,24.7,31.8,23.3,32.3
1354,2011,09,16,69-92,26.4,31.3,27.7,32.4
1355,2011,09,17,65-90,27.2,32.0,27.2,32.9
1356,2011,09,18,76-91,27.7,31.1,27.0,30.2
1357,2011,09,19,69-95,24.5,31.4,25.5,31.7
1358,2011,09,20,68-85,23.0,26.7,25.4,29.3
1359,2011,09,21,63-73,22.1,28.5,23.3,29.4
1360,2011,09,22,63-74,22.8,27.3,24.7,28.6
1361,2011,09,23,65-86,24.2,27.0,23.5,27.8
1362,2011,09,24,65-78,24.1,28.0,24.5,29.1
1363,2011,09,25,69-96,23.1,26.3,23.6,26.8
1364,2011,09,26,67-86,24.9,30.6,25.3,31.1
1365,2011,09,27,67-89,26.1,31.5,26.6,32.5
1366,2011,09,28,58-88,24.9,32.2,25.3,33.3
1367,2011,09,29,81-95,26.2,29.6,25.8,28.5
1368,2011,09,30,83-94,27.3,29.7,27.3,29.6
1369,2011,10,01,78-97,25.9,27.8,25.8,28.2
1370,2011,10,02,73-94,24.2,27.8,24.4,28.0
1371,2011,10,03,73-91,21.5,25.3,21.7,25.5
1372,2011,10,04,72-83,21.2,25.5,22.0,26.5
1373,2011,10,05,74-84,21.9,26.0,23.2,27.0
1374,2011,10,06,70-85,22.6,27.1,23.8,28.6
1375,2011,10,07,72-85,24.4,28.0,25.0,29.5
1376,2011,10,08,65-83,24.1,28.1,24.7,29.3
1377,2011,10,09,64-83,24.1,30.7,24.7,31.4
1378,2011,10,10,68-96,24.4,29.4,24.5,29.7
1379,2011,10,11,87-97,24.2,26.5,24.4,26.0
1380,2011,10,12,91-99,24.1,26.2,23.9,26.3
1381,2011,10,13,91-99,24.2,27.8,24.4,29.8
1382,2011,10,14,79-98,23.9,28.6,25.0,29.3
1383,2011,10,15,58-88,22.0,28.1,23.8,30.4
1384,2011,10,16,48-77,21.4,29.4,22.4,31.3
1385,2011,10,17,47-85,20.5,29.2,22.6,30.9
1386,2011,10,18,61-83,20.5,27.9,22.4,28.3
1387,2011,10,19,60-77,21.4,26.7,22.9,26.7
1388,2011,10,20,60-81,20.1,28.0,21.9,28.6
1389,2011,10,21,55-86,19.6,29.2,21.4,30.2
1390,2011,10,22,63-86,21.5,28.0,23.0,28.4
1391,2011,10,23,70-87,22.8,27.6,23.3,27.5
1392,2011,10,24,62-88,22.9,23.3,21.1,30.4
1393,2011,10,25,72-89,21.7,26.6,22.0,27.9
1394,2011,10,26,69-91,21.0,25.8,21.4,26.3
1395,2011,10,27,65-95,21.6,26.4,21.4,26.9
1396,2011,10,28,61-81,20.9,27.3,23.3,28.4
1397,2011,10,29,60-79,20.9,27.6,20.7,28.9
1398,2011,10,30,64-81,22.0,26.8,22.2,27.4
1399,2011,10,31,59-78,22.9,27.2,23.2,27.3
1400,2011,11,01,52-83,21.6,28.1,22.4,29.0
1401,2011,11,02,55-84,22.6,29.4,22.7,31.1
1402,2011,11,03,63-86,23.3,29.7,24.4,30.3
1403,2011,11,04,60-86,24.3,24.8,24.8,29.9
1404,2011,11,05,72-89,23.4,29.7,23.6,30.6
1405,2011,11,06,71-83,25.8,29.3,25.8,29.7
1406,2011,11,07,69-85,23.5,24.8,23.9,28.6
1407,2011,11,08,88-97,21.6,23.9,21.9,24.4
1408,2011,11,09,82-98,18.3,21.6,19.2,22.4
1409,2011,11,10,68-91,16.9,20.9,17.9,22.4
1410,2011,11,11,65-79,16.0,22.1,18.3,23.7
1411,2011,11,12,60-83,16.9,25.8,17.7,26.5
1412,2011,11,13,58-87,17.7,27.2,19.1,28.7
1413,2011,11,14,73-88,22.2,25.5,22.6,25.9
1414,2011,11,15,67-81,21.7,26.9,22.6,27.7
1415,2011,11,16,69-85,21.4,26.0,21.9,26.2
1416,2011,11,17,75-99,22.1,24.1,22.7,25.4
1417,2011,11,18,83-99,22.5,27.4,22.9,28.8
1418,2011,11,19,71-98,23.3,27.7,23.6,29.3
1419,2011,11,20,67-82,20.7,24.7,21.6,25.2
1420,2011,11,21,59-76,20.3,22.7,20.9,22.8
1421,2011,11,22,58-78,19.7,23.4,20.5,25.8
1422,2011,11,23,54-70,19.0,24.5,20.4,25.9
1423,2011,11,24,58-77,18.4,22.9,19.0,24.1
1424,2011,11,25,61-80,18.6,21.3,19.4,21.7
1425,2011,11,26,63-79,19.7,22.2,20.4,23.0
1426,2011,11,27,61-87,16.2,26.1,19.0,27.0
1427,2011,11,28,65-89,17.0,25.5,19.5,26.2
1428,2011,11,29,65-85,20.9,25.8,21.6,26.3
1429,2011,11,30,66-87,19.8,27.3,20.9,28.1
1430,2011,12,01,57-86,13.4,21.7,15.1,22.0
1431,2011,12,02,51-67,10.8,17.7,13.3,20.3
1432,2011,12,03,35-65,8.9,20.1,10.8,21.1
1433,2011,12,04,49-80,10.2,21.1,13.3,20.9
1434,2011,12,05,68-94,17.7,21.2,17.6,20.5
1435,2011,12,06,74-97,17.7,21.9,17.6,22.8
1436,2011,12,07,69-88,19.7,25.8,20.4,26.6
1437,2011,12,08,55-80,14.9,22.9,16.1,25.0
1438,2011,12,09,52-66,12.2,15.3,13.6,17.3
1439,2011,12,10,33-57,9.5,15.9,11.3,17.7
1440,2011,12,11,37-49,8.1,16.6,9.9,18.4
1441,2011,12,12,38-54,8.5,19.3,9.7,21.7
1442,2011,12,13,49-66,9.4,21.2,11.2,22.6
1443,2011,12,14,60-68,16.3,21.3,17.5,22.3
1444,2011,12,15,52-70,14.2,22.3,15.1,24.1
1445,2011,12,16,52-62,14.2,18.5,15.4,20.6
1446,2011,12,17,58-74,13.1,17.8,14.5,18.4
1447,2011,12,18,57-84,12.6,19.4,13.3,20.1
1448,2011,12,19,58-84,12.1,19.9,13.4,21.0
1449,2011,12,20,57-86,16.2,18.2,16.8,19.0
1450,2011,12,21,56-84,16.4,22.0,17.5,23.7
1451,2011,12,22,51-86,15.1,20.1,16.4,22.3
1452,2011,12,23,55-70,11.4,16.9,12.6,18.9
1453,2011,12,24,31-58,10.2,15.6,11.0,17.4
1454,2011,12,25,36-62,8.9,16.0,8.8,17.5
1455,2011,12,26,48-75,13.1,17.0,14.6,18.4
1456,2011,12,27,66-84,13.5,19.1,14.8,19.3
1457,2011,12,28,68-88,12.1,22.7,13.4,23.1
1458,2011,12,29,69-90,12.9,21.9,14.6,21.9
1459,2011,12,30,69-86,15.2,18.6,16.9,19.8
1460,2011,12,31,64-95,14.3,20.4,14.8,20.8
1461,2012,01,01,64-86,13.1,20.7,14.3,21.0
1462,2012,01,02,67-81,14.6,18.3,15.3,19.0
1463,2012,01,03,61-82,14.1,19.3,15.2,20.4
1464,2012,01,04,61-72,9.2,14.8,12.2,16.3
1465,2012,01,05,71-90,8.4,10.0,10.6,12.2
1466,2012,01,06,74-95,8.5,14.0,10.9,16.7
1467,2012,01,07,79-83,11.1,13.3,13.4,15.6
1468,2012,01,08,68-84,12.4,19.3,14.3,19.3
1469,2012,01,09,65-83,11.2,19.4,12.8,20.7
1470,2012,01,10,66-85,10.1,18.2,12.2,20.1
1471,2012,01,11,64-80,13.9,16.8,15.3,19.4
1472,2012,01,12,71-93,12.6,15.6,13.9,17.3
1473,2012,01,13,78-94,13.8,16.6,15.1,18.0
1474,2012,01,14,83-95,15.7,18.1,16.4,19.9
1475,2012,01,15,95-99,14.7,17.7,16.5,18.7
1476,2012,01,16,80-99,12.2,16.2,13.1,17.8
1477,2012,01,17,67-86,13.7,19.2,15.3,19.4
1478,2012,01,18,75-90,15.4,21.8,15.5,22.5
1479,2012,01,19,76-95,17.4,23.0,16.2,25.5
1480,2012,01,20,78-94,15.7,19.0,16.3,19.8
1481,2012,01,21,83-91,15.2,16.4,15.5,17.3
1482,2012,01,22,79-93,8.5,15.8,10.9,16.4
1483,2012,01,23,77-95,7.6,10.0,9.8,11.7
1484,2012,01,24,87-96,6.8,10.9,9.4,12.5
1485,2012,01,25,81-96,5.7,8.3,8.0,10.4
1486,2012,01,26,86-97,7.2,13.3,9.2,13.9
1487,2012,01,27,88-92,13.2,16.1,13.7,16.9
1488,2012,01,28,72-94,14.3,22.2,13.4,23.1
1489,2012,01,29,79-94,12.7,16.6,13.6,18.5
1490,2012,01,30,63-83,12.4,19.1,13.4,20.3
1491,2012,01,31,54-82,12.1,18.6,13.0,19.2
1492,2012,02,01,66-88,10.9,18.6,12.5,19.3
1493,2012,02,02,71-85,13.6,18.0,14.7,19.4
1494,2012,02,03,74-87,12.0,14.4,12.9,15.6
1495,2012,02,04,78-87,13.0,17.7,13.7,19.0
1496,2012,02,05,76-92,15.3,19.3,16.0,20.0
1497,2012,02,06,85-97,16.8,20.7,18.2,22.2
1498,2012,02,07,61-98,10.8,20.4,11.8,22.2
1499,2012,02,08,75-92,10.2,12.4,11.5,13.7
1500,2012,02,09,73-89,10.3,13.2,11.2,13.4
1501,2012,02,10,84-92,11.6,16.2,12.8,17.2
1502,2012,02,11,74-90,9.5,15.1,12.6,17.4
1503,2012,02,12,70-90,12.2,18.1,13.5,20.7
1504,2012,02,13,74-85,15.5,23.2,16.4,24.9
1505,2012,02,14,80-96,18.0,21.0,18.6,21.9
1506,2012,02,15,90-97,15.9,21.5,16.2,22.4
1507,2012,02,16,76-95,14.2,17.6,15.1,19.4
1508,2012,02,17,63-82,12.2,16.5,13.5,18.3
1509,2012,02,18,64-82,10.4,15.2,11.9,16.4
1510,2012,02,19,56-80,11.5,18.0,12.5,18.7
1511,2012,02,20,65-82,11.9,16.9,12.9,17.7
1512,2012,02,21,74-96,15.4,19.8,16.5,20.6
1513,2012,02,22,92-98,17.3,20.8,17.9,21.3
1514,2012,02,23,97-100,18.0,21.1,19.6,23.3
1515,2012,02,24,92-100,16.0,20.3,16.2,21.4
1516,2012,02,25,94-98,13.4,17.5,14.7,18.4
1517,2012,02,26,77-95,10.5,13.4,12.5,15.1
1518,2012,02,27,80-94,8.9,11.1,10.8,12.7
1519,2012,02,28,88-98,8.2,14.9,10.0,17.0
1520,2012,02,29,84-95,13.6,15.9,13.9,16.7
1521,2012,03,01,92-97,14.9,18.5,15.3,19.4
1522,2012,03,02,81-97,16.8,26.1,17.2,27.6
1523,2012,03,03,90-98,16.4,21.1,16.9,21.7
1524,2012,03,04,90-99,16.8,20.4,16.7,23.2
1525,2012,03,05,77-100,19.4,26.6,20.1,25.9
1526,2012,03,06,76-99,20.3,27.4,22.2,26.9
1527,2012,03,07,92-98,17.4,22.8,17.6,23.8
1528,2012,03,08,93-98,16.1,18.4,16.3,18.1
1529,2012,03,09,83-98,12.4,17.0,14.2,17.6
1530,2012,03,10,71-87,11.0,14.1,12.6,16.5
1531,2012,03,11,78-98,10.7,13.4,11.9,15.0
1532,2012,03,12,89-99,10.7,12.5,11.6,13.9
1533,2012,03,13,85-99,12.4,15.3,13.0,16.4
1534,2012,03,14,79-91,14.2,18.1,14.8,19.6
1535,2012,03,15,79-98,15.0,20.9,15.3,21.4
1536,2012,03,16,83-99,18.0,24.3,19.1,26.3
1537,2012,03,17,66-99,19.0,27.2,20.3,28.1
1538,2012,03,18,57-97,17.8,30.0,18.9,30.9
1539,2012,03,19,76-94,18.3,21.9,19.0,23.1
1540,2012,03,20,76-95,17.6,24.0,18.9,24.4
1541,2012,03,21,73-90,17.2,19.2,17.7,20.5
1542,2012,03,22,68-91,17.2,22.8,17.5,26.1
1543,2012,03,23,63-94,15.5,26.9,17.0,27.9
1544,2012,03,24,40-75,12.0,20.8,13.8,22.3
1545,2012,03,25,42-81,12.9,22.5,15.1,23.4
1546,2012,03,26,28-66,12.9,24.0,16.1,24.1
1547,2012,03,27,47-76,16.0,23.0,18.0,24.4
1548,2012,03,28,57-80,18.1,23.9,19.2,24.2
1549,2012,03,29,63-86,18.9,25.3,19.9,26.5
1550,2012,03,30,75-87,20.7,25.2,21.0,26.5
1551,2012,03,31,53-89,19.2,25.2,20.5,26.5
1552,2012,04,01,53-82,17.7,22.3,18.7,23.3
1553,2012,04,02,75-90,19.8,24.6,20.3,26.1
1554,2012,04,03,64-92,20.5,28.7,21.7,30.1
1555,2012,04,04,69-90,20.2,22.6,20.8,23.6
1556,2012,04,05,85-99,19.8,23.0,20.8,25.4
1557,2012,04,06,88-99,17.7,21.4,18.0,21.5
1558,2012,04,07,59-84,18.1,21.7,18.3,22.1
1559,2012,04,08,79-92,19.1,21.5,20.4,22.4
1560,2012,04,09,78-99,19.8,26.6,20.4,27.9
1561,2012,04,10,76-96,21.5,27.8,21.7,28.8
1562,2012,04,11,65-94,21.7,29.4,21.4,29.7
1563,2012,04,12,72-90,22.3,29.4,22.6,29.3
1564,2012,04,13,73-91,24.0,28.8,24.9,28.9
1565,2012,04,14,75-93,24.4,29.5,25.7,29.2
1566,2012,04,15,68-89,24.5,29.8,25.6,29.2
1567,2012,04,16,78-95,22.5,29.1,22.7,28.0
1568,2012,04,17,88-98,19.5,23.7,20.2,23.8
1569,2012,04,18,84-92,20.7,23.0,21.1,24.3
1570,2012,04,19,90-99,21.2,23.4,21.7,24.0
1571,2012,04,20,93-99,20.5,23.2,20.8,24.4
1572,2012,04,21,67-95,20.4,27.4,20.7,28.5
1573,2012,04,22,56-92,19.0,28.4,20.0,30.0
1574,2012,04,23,77-95,23.2,27.4,24.0,28.0
1575,2012,04,24,78-87,25.8,29.3,25.6,27.5
1576,2012,04,25,78-90,24.3,29.2,24.0,29.0
1577,2012,04,26,68-94,20.7,28.6,21.0,30.7
1578,2012,04,27,86-99,20.7,23.8,21.0,24.5
1579,2012,04,28,88-99,21.1,25.6,21.6,28.3
1580,2012,04,29,79-97,22.6,30.3,24.5,28.3
1581,2012,04,30,76-89,26.4,30.5,27.0,28.7
1582,2012,05,01,77-86,27.0,30.1,27.3,29.1
1583,2012,05,02,69-87,27.0,31.0,27.5,30.5
1584,2012,05,03,75-86,27.2,31.3,27.7,30.2
1585,2012,05,04,78-97,23.8,31.7,23.9,31.1
1586,2012,05,05,86-98,24.0,26.5,24.4,26.3
1587,2012,05,06,74-91,24.1,28.7,24.5,30.1
