Race_ID,Date,Course,Race_Number,Meeting_Number,Class,Distance,Ranking,Going,Race_Type,Surface,Runners,Prize,Time_1,Time_2,Time_3,Time_4,Sectional_1,Sectional_2,Sectional_3,Sectional_4,EW
5554,9/8/2013,Sha Tin,10,10,Class 2,1400,100-80,GOOD,COTTON TREE HANDICAP,TURF - A Course,13,"1,400,000",13.75,36.37,01:00.1,01:22.6,13.75,22.62,23.72,22.53,4
5555,7/10/2013,Happy Valley,761,1,Class 5,1200,40-0,GOOD TO FIRM,TRIUMPH HANDICAP,TURF - B Course,13,"540,000",23.75,46.61,01:10.3,,23.75,22.86,23.7,,4
5556,7/10/2013,Happy Valley,762,2,Class 5,1650,40-0,GOOD TO FIRM,VICTORY HANDICAP,TURF - B Course,12,"540,000",27.69,51.33,01:16.7,01:40.7,27.69,23.64,25.41,24,4
5557,7/10/2013,Happy Valley,763,3,Class 4,1200,60-40,GOOD TO FIRM,JUBILATION HANDICAP,TURF - B Course,13,"700,000",24.19,47.16,01:10.1,,24.19,22.97,22.94,,4
5558,7/10/2013,Happy Valley,764,4,Class 4,1650,60-40,GOOD TO FIRM,SUCCESS HANDICAP,TURF - B Course,12,"700,000",27.83,51.74,01:16.3,01:39.6,27.83,23.91,24.58,23.33,4
5559,7/10/2013,Happy Valley,765,5,Class 4,1000,60-40,GOOD TO FIRM,HONOUR HANDICAP,TURF - B Course,13,"700,000",12.84,34.56,57.55,,12.84,21.72,22.99,,4
5560,7/10/2013,Happy Valley,766,6,Class 3,1200,85-60,GOOD,BETTERMENT HANDICAP,TURF - B Course,12,"950,000",23.73,46.89,01:10.8,,23.73,23.16,23.87,,4
5561,7/10/2013,Happy Valley,767,7,Class 1,1200,110-85,GOOD,ACCLAIM HANDICAP,TURF - B Course,13,"2,000,000",23.27,46.27,01:10.2,,23.27,23,23.91,,4
5562,7/10/2013,Happy Valley,768,8,Class 2,1650,100-75,GOOD,ACHIEVEMENT HANDICAP,TURF - B Course,12,"1,400,000",27.92,52.39,01:17.1,01:40.3,27.92,24.47,24.67,23.28,4
5563,7/10/2013,Happy Valley,769,9,Class 3,1650,80-60,GOOD,GLORY HANDICAP,TURF - B Course,12,"950,000",27.78,51.47,01:17.1,01:40.8,27.78,23.69,25.66,23.7,4
5564,7/7/2013,Sha Tin,750,1,Class 5,1200,40-15,GOOD TO FIRM,PLANET RULER HANDICAP,TURF - B+2 Course,14,"540,000",24.19,47.07,01:09.5,,24.19,22.88,22.47,,4
5565,7/7/2013,Sha Tin,751,2,Class 4,1400,60-40,GOOD TO FIRM,BEING FAMOUS HANDICAP,TURF - B+2 Course,14,"700,000",13.41,35.29,59.37,01:22.3,13.41,21.88,24.08,22.96,4
5566,7/7/2013,Sha Tin,752,3,Class 5,1600,40-15,GOOD TO FIRM,GOLDEN YEARS HANDICAP,TURF - B+2 Course,14,"540,000",24.64,48.28,01:12.2,01:35.4,24.64,23.64,23.97,23.13,4
5567,7/7/2013,Sha Tin,753,4,Class 4,1400,60-40,GOOD TO FIRM,REGENCY HORSE HANDICAP,TURF - B+2 Course,15,"700,000",13.59,35.53,59.03,01:22.3,13.59,21.94,23.5,23.26,4
5568,7/7/2013,Sha Tin,754,5,Class 4,1200,60-40,GOOD TO FIRM,MIRACULOUS HANDICAP,TURF - B+2 Course,15,"700,000",24.05,46.8,01:09.5,,24.05,22.75,22.71,,4
5569,7/7/2013,Sha Tin,755,6,Class 4,1800,60-40,GOOD TO FIRM,MY CHOICE HANDICAP,TURF - B+2 Course,14,"700,000",13.92,35.92,01:00.3,01:24.6,13.92,22,24.36,24.34,4
5570,7/7/2013,Sha Tin,756,7,Class 3,1400,80-60,GOOD,BIG PROFIT HANDICAP,TURF - B+2 Course,14,"950,000",13.78,37.3,01:01.6,01:24.1,13.78,23.52,24.33,22.51,4
5571,7/7/2013,Sha Tin,757,8,Class 3,1200,80-60,GOOD TO YIELDING,ENTRAPMENT HANDICAP,TURF - B+2 Course,16,"950,000",24.5,47.78,01:11.7,,24.5,23.28,23.95,,4
5572,7/7/2013,Sha Tin,758,9,Class 1,1600,115-90,YIELDING,THE SHA TIN MILE TROPHY HANDICAP,TURF - B+2 Course,12,"2,000,000",24.53,48.31,01:12.6,01:36.3,24.53,23.78,24.34,23.65,4
5573,7/7/2013,Sha Tin,759,10,Class 3,1600,80-60,YIELDING,SIGHT WINNER HANDICAP,TURF - B+2 Course,14,"950,000",24.66,48.68,01:13.4,01:37.0,24.66,24.02,24.73,23.54,4
5574,7/7/2013,Sha Tin,760,11,Class 2,1400,100-80,YIELDING,THE HONG KONG RACEHORSE OWNERS ASSOCIATION 35TH ANNIVERSARY TROPHY HANDICAP,TURF - B+2 Course,14,"1,400,000",13.34,35.62,59.62,01:22.9,13.34,22.28,24,23.28,4
5575,7/4/2013,Happy Valley,742,1,Class 4 (Special Condition),1200,60-40,GOOD TO FIRM,HYDRANGEA HANDICAP,TURF - A Course,12,"700,000",23.33,46.17,01:09.8,,23.33,22.84,23.65,,4
5576,7/4/2013,Happy Valley,743,2,Class 4,1650,60-40,GOOD TO FIRM,LOTUS HANDICAP,TURF - A Course,12,"700,000",27.16,50.88,01:15.6,01:39.7,27.16,23.72,24.7,24.16,4
5577,7/4/2013,Happy Valley,744,3,Class 5,1800,40-15,GOOD TO FIRM,ORCHID HANDICAP,TURF - A Course,12,"540,000",13.67,36.59,01:02.3,01:26.3,13.67,22.92,25.73,24.03,4
5578,7/4/2013,Happy Valley,745,4,Class 4,1200,60-40,GOOD TO FIRM,GLADIOLUS HANDICAP,TURF - A Course,12,"700,000",23.42,46.26,01:10.1,,23.42,22.84,23.84,,4
5579,7/4/2013,Happy Valley,746,5,Class 4,1650,60-40,GOOD TO FIRM,LOTUS HANDICAP,TURF - A Course,13,"700,000",27.5,51,01:16.1,01:40.5,27.5,23.5,25.06,24.4,4
5580,7/4/2013,Happy Valley,747,6,Class 3,1000,85-60,GOOD TO FIRM,CAMELLIA HANDICAP,TURF - A Course,13,"950,000",12.73,33.76,56.81,,12.73,21.03,23.05,,4
5581,7/4/2013,Happy Valley,748,7,Class 3,1200,80-60,GOOD TO FIRM,CARNATION HANDICAP,TURF - A Course,13,"950,000",23.77,46.63,01:09.7,,23.77,22.86,23.08,,4
5582,7/4/2013,Happy Valley,749,8,Class 3,1650,80-60,GOOD TO FIRM,CHAMOMILE HANDICAP,TURF - A Course,13,"950,000",27.22,50.69,01:15.6,01:40.2,27.22,23.47,24.86,24.69,4
5583,7/1/2013,Sha Tin,731,1,Griffin Race,1400,,GOOD,"ONE COUNTRY, TWO SYSTEMS PLATE",TURF - A+3 Course,11,"750,000",13.64,35.94,59.92,01:22.6,13.64,22.3,23.98,22.71,5
5584,7/1/2013,Sha Tin,732,2,Class 4,1000,60-40,GOOD,HONG KONG PEOPLE ADMINISTERING HONG KONG HANDICAP,TURF - A+3 Course,14,"700,000",13.23,34.01,57.18,,13.23,20.78,23.17,,4
5585,7/1/2013,Sha Tin,733,3,Class 4,1600,60-40,GOOD,HIGH AUTONOMY HANDICAP,TURF - A+3 Course,14,"700,000",24.3,46.92,01:10.9,01:35.0,24.3,22.62,23.97,24.08,4
5586,7/1/2013,Sha Tin,734,4,Class 4,1200,60-40,GOOD,PROSPERITY AND STABILITY HANDICAP,ALL WEATHER TRACK,12,"700,000",23.69,46.02,01:09.2,,23.69,22.33,23.22,,4
5587,7/1/2013,Sha Tin,735,5,Class 5,1400,40-15,GOOD,HARMONIOUS HONG KONG HANDICAP,TURF - A+3 Course,15,"540,000",13.64,35.83,59.33,01:22.6,13.64,22.19,23.5,23.24,4
5588,7/1/2013,Sha Tin,736,6,Class 4,1400,60-40,GOOD,WORLD CITY HANDICAP,TURF - A+3 Course,14,"700,000",13.78,35.86,59.89,01:22.6,13.78,22.08,24.03,22.7,4
5589,7/1/2013,Sha Tin,737,7,Class 3,1200,80-60,WET FAST,THE CMA HK BRANDS AND PRODUCTS EXPO CUP HANDICAP,ALL WEATHER TRACK,12,"950,000",23.64,45.72,01:08.6,,23.64,22.08,22.84,,4
5590,7/1/2013,Sha Tin,738,8,Class 2,1200,100-80,WET FAST,THE HONG KONG REUNIFICATION CUP HANDICAP,ALL WEATHER TRACK,13,"1,400,000",23.2,45.45,01:09.0,,23.2,22.25,23.52,,4
5591,7/1/2013,Sha Tin,739,9,Class 3,1800,80-60,GOOD,RACING GOES ON HANDICAP,TURF - A+3 Course,14,"950,000",13.86,36.72,01:01.8,01:25.9,13.86,22.86,25.05,24.16,4
5592,7/1/2013,Sha Tin,740,10,Class 3,1400,80-60,GOOD,A FORCE FOR GOOD HANDICAP,TURF - A+3 Course,15,"950,000",13.84,35.81,59.69,01:22.9,13.84,21.97,23.88,23.17,4
5593,7/1/2013,Sha Tin,741,11,Class 2,1800,100-80,GOOD,SERVING THE COMMUNITY HANDICAP,TURF - A+3 Course,14,"1,400,000",13.97,35.88,59.33,01:23.8,13.97,21.91,23.45,24.44,4
5594,6/26/2013,Happy Valley,723,1,Class 5,1000,40-15,GOOD TO FIRM,ARBUTHNOT HANDICAP,TURF - C Course,12,"540,000",12.67,34.34,57.31,,12.67,21.67,22.97,,4
5595,6/26/2013,Happy Valley,724,2,Class 4,1000,60-40,GOOD TO FIRM,CAINE HANDICAP,TURF - C Course,13,"700,000",12.59,34.53,56.96,,12.59,21.94,22.43,,4
5596,6/26/2013,Happy Valley,725,3,Class 4,1650,60-40,GOOD TO FIRM,D'AGUILAR HANDICAP,TURF - C Course,13,"700,000",27.66,50.96,01:15.3,01:39.6,27.66,23.3,24.36,24.25,4
5597,6/26/2013,Happy Valley,726,4,Class 4,1200,60-40,GOOD TO FIRM,OLD BAILEY HANDICAP,TURF - C Course,12,"700,000",23.42,46.12,01:09.6,,23.42,22.7,23.43,,4
5598,6/26/2013,Happy Valley,727,5,Class 4,2200,60-35,GOOD TO FIRM,ON LAN HANDICAP,TURF - C Course,12,"700,000",14.14,37.22,01:02.1,01:27.2,14.14,23.08,24.92,25.09,4
5599,6/26/2013,Happy Valley,728,6,Class 3,1000,80-60,GOOD TO FIRM,STAUNTON HANDICAP,TURF - C Course,12,"950,000",12.61,34.03,56.83,,12.61,21.42,22.8,,4
5600,6/26/2013,Happy Valley,729,7,Class 3,1200,80-60,GOOD TO FIRM,THE SPORTS CLUB DIAMOND JUBILEE CHALLENGE CUP HANDICAP,TURF - C Course,12,"950,000",23.86,46.81,01:09.5,,23.86,22.95,22.65,,4
5601,6/26/2013,Happy Valley,730,8,Class 3,1650,80-60,GOOD TO FIRM,WYNDHAM HANDICAP,TURF - C Course,12,"950,000",27.91,52.46,01:17.5,01:40.6,27.91,24.55,25.02,23.16,4
5602,6/23/2013,Sha Tin,712,1,Griffin Race,1000,,GOOD,BREGUET PLATE,TURF - A Course,14,"750,000",13,33.86,56.58,,13,20.86,22.72,,4
5603,6/23/2013,Sha Tin,713,2,Class 4,1200,60-40,GOOD,IWC HANDICAP,TURF - A Course,14,"700,000",24.12,46.85,01:10.3,,24.12,22.73,23.47,,4
5604,6/23/2013,Sha Tin,714,3,Class 5,1200,40-15,GOOD,CARL F. BUCHERER HANDICAP,TURF - A Course,14,"540,000",24.41,47.32,01:10.7,,24.41,22.91,23.35,,4
5605,6/23/2013,Sha Tin,715,4,Class 5,1600,40-0,GOOD,JAEGER-LECOULTRE HANDICAP,TURF - A Course,14,"540,000",25.34,48.64,01:13.3,01:36.2,25.34,23.3,24.61,22.99,4
5606,6/23/2013,Sha Tin,716,5,Class 4,1400,60-40,GOOD,PIAGET HANDICAP,TURF - A Course,14,"700,000",13.47,35.46,59.1,01:22.4,13.47,21.99,23.64,23.3,4
5607,6/23/2013,Sha Tin,717,6,Class 4,1600,60-40,GOOD,OMEGA HANDICAP,TURF - A Course,14,"700,000",24.66,48.33,01:12.1,01:35.1,24.66,23.67,23.78,22.97,4
5608,6/23/2013,Sha Tin,718,7,Class 3,1000,80-60,GOOD,VACHERON CONSTANTIN HANDICAP,TURF - A Course,14,"950,000",13.05,33.66,56.55,,13.05,20.61,22.89,,4
5609,6/23/2013,Sha Tin,719,8,Class 1,1000,110-80,GOOD,THE PRINCE JEWELLERY & WATCH PREMIER CUP HANDICAP,TURF - A Course,6,"2,000,000",13.25,33.69,56.32,,13.25,20.44,22.63,,4
5610,6/23/2013,Sha Tin,720,9,Class 3,1200,80-60,GOOD,AUDEMARS PIGUET HANDICAP,TURF - A Course,15,"950,000",24.22,46.66,01:09.2,,24.22,22.44,22.54,,4
5611,6/23/2013,Sha Tin,721,10,Class 3,1600,80-60,GOOD,FRANCK MULLER HANDICAP,TURF - A Course,15,"950,000",24.62,47.42,01:11.7,01:35.2,24.62,22.8,24.31,23.46,4
5612,6/23/2013,Sha Tin,722,11,Class 3,1400,80-60,GOOD,CHOPARD HANDICAP,TURF - A Course,14,"950,000",13.69,34.88,58.82,01:22.2,13.69,21.19,23.94,23.39,4
5613,6/19/2013,Happy Valley,704,1,Class 5,1650,40-15,GOOD TO FIRM,BLACK'S LINK HANDICAP,TURF - B Course,12,"540,000",27.3,51.53,01:17.3,01:41.1,27.3,24.23,25.77,23.8,4
5614,6/19/2013,Happy Valley,705,2,Class 4,1200,60-40,GOOD TO FIRM,MOUNT NICHOLSON HANDICAP,TURF - B Course,12,"700,000",23.59,46.39,01:10.1,,23.59,22.8,23.74,,4
5615,6/19/2013,Happy Valley,706,3,Class 4,1200,60-40,GOOD TO FIRM,MOUNT NICHOLSON HANDICAP,TURF - B Course,12,"700,000",23.62,46.79,01:09.7,,23.62,23.17,22.91,,4
5616,6/19/2013,Happy Valley,707,4,Class 4,1650,60-40,GOOD TO FIRM,SIR CECIL'S RIDE HANDICAP,TURF - B Course,12,"700,000",27.62,50.74,01:15.1,01:38.8,27.62,23.12,24.33,23.76,4
5617,6/19/2013,Happy Valley,708,5,Class 3,1800,80-60,GOOD TO FIRM,TAI TAM COUNTRY TRAIL HANDICAP,TURF - B Course,13,"950,000",13.52,35.69,59.41,01:24.5,13.52,22.17,23.72,25.09,4
5618,6/19/2013,Happy Valley,709,6,Class 2,1200,100-80,GOOD TO FIRM,VIOLET HILL HANDICAP,TURF - B Course,12,"1,400,000",23.78,46.2,01:09.4,,23.78,22.42,23.17,,4
5619,6/19/2013,Happy Valley,710,7,Class 3,1200,80-60,GOOD TO FIRM,THE CRICKET CLUB VALLEY STAKES HANDICAP,TURF - B Course,13,"950,000",23.44,46.13,01:09.2,,23.44,22.69,23.03,,4
5620,6/19/2013,Happy Valley,711,8,Class 2,1650,100-80,GOOD TO FIRM,WONG NAI CHUNG GAP HANDICAP,TURF - B Course,12,"1,400,000",28.22,52.8,01:16.6,01:39.8,28.22,24.58,23.78,23.2,4
5621,6/16/2013,Sha Tin,694,1,Class 4,1600,60-40,GOOD,BEIJING CLUBHOUSE HANDICAP,TURF - C+3 Course,8,"700,000",24.67,48.84,01:13.2,01:36.3,24.67,24.17,24.34,23.11,5
5622,6/16/2013,Sha Tin,695,2,Class 4,1000,60-40,GOOD,BEAS RIVER COUNTRY CLUB HANDICAP,TURF - C+3 Course,14,"700,000",13.19,34.02,56.39,,13.19,20.83,22.37,,4
5623,6/16/2013,Sha Tin,696,3,Class 5,1800,40-15,GOOD,LEVADE HANDICAP,TURF - C+3 Course,14,"540,000",13.98,36.23,01:00.0,01:24.5,13.98,22.25,23.81,24.45,4
5624,6/16/2013,Sha Tin,697,4,Class 4,1400,60-40,GOOD,FORTUNE ROOM HANDICAP,TURF - C+3 Course,14,"700,000",13.38,35.65,59.21,01:22.2,13.38,22.27,23.56,22.97,4
5625,6/16/2013,Sha Tin,698,5,Class 4,1800,60-40,GOOD,CENTURION RESTAURANT & BAR HANDICAP,TURF - C+3 Course,14,"700,000",13.92,36.44,59.83,01:23.6,13.92,22.52,23.39,23.74,4
5626,6/16/2013,Sha Tin,699,6,Class 3,1200,80-60,GOOD,DERBY RESTAURANT & BAR HANDICAP,ALL WEATHER TRACK,13,"950,000",23.55,46.07,01:09.5,,23.55,22.52,23.46,,4
5627,6/16/2013,Sha Tin,700,7,Class 3,1400,80-60,GOOD,THE RACING CLUB 5TH ANNIVERSARY CUP HANDICAP,TURF - C+3 Course,13,"950,000",13.23,34.85,58.35,01:21.7,13.23,21.62,23.5,23.33,4
5628,6/16/2013,Sha Tin,701,8,Hong Kong Group Three,1400,95+,GOOD,THE PREMIER CUP HANDICAP,TURF - C+3 Course,14,"2,400,000",13.14,34.95,58.04,01:20.7,13.14,21.81,23.09,22.68,4
5629,6/16/2013,Sha Tin,702,9,Class 3,1650,80-60,GOOD,THE MEMBERS CUP HANDICAP,ALL WEATHER TRACK,15,"950,000",28.33,51.3,01:15.3,01:39.4,28.33,22.97,24.02,24.1,4
5630,6/16/2013,Sha Tin,703,10,Class 2,1400,100-80,GOOD,MOON KOON HANDICAP,TURF - C+3 Course,15,"1,400,000",13.42,35.87,59.35,01:22.0,13.42,22.45,23.48,22.65,4
5631,6/12/2013,Sha Tin,683,1,Griffin Race,1200,,GOOD,THE JOCKEY CLUB TOWER PLATE,TURF - C Course,11,"750,000",23.52,46.07,01:09.7,,23.52,22.55,23.67,,5
5632,6/12/2013,Sha Tin,684,2,Class 5,1200,40-15,FAST,HKU FACULTY OF EDUCATION HANDICAP,ALL WEATHER TRACK,12,"540,000",23.25,45.47,01:09.6,,23.25,22.22,24.11,,4
5633,6/12/2013,Sha Tin,685,3,Class 5,1650,40-0,FAST,HKU FACULTY OF ARTS HANDICAP,ALL WEATHER TRACK,14,"540,000",28.17,51.76,01:16.7,01:40.3,28.17,23.59,24.95,23.63,4
5634,6/12/2013,Sha Tin,686,4,Class 4,1200,60-40,FAST,HKU FACULTY OF ENGINEERING HANDICAP,ALL WEATHER TRACK,13,"700,000",23.31,45.34,01:09.2,,23.31,22.03,23.86,,4
5635,6/12/2013,Sha Tin,687,5,Class 4,1200,60-40,FAST,HKU FACULTY OF ARCHITECTURE HANDICAP,ALL WEATHER TRACK,13,"700,000",23.59,45.65,01:09.6,,23.59,22.06,23.92,,4
5636,6/12/2013,Sha Tin,688,6,Class 4,1650,60-40,FAST,HKU FACULTY OF MEDICINE HANDICAP,ALL WEATHER TRACK,15,"700,000",27.83,50.71,01:14.7,01:39.6,27.83,22.88,23.95,24.91,4
5637,6/12/2013,Sha Tin,689,7,Class 4,1400,60-40,GOOD,UNIVERSITY HALL HANDICAP,TURF - C Course,15,"700,000",13.52,34.97,58.36,01:21.9,13.52,21.45,23.39,23.55,4
5638,6/12/2013,Sha Tin,690,8,Class 3,1000,80-60,GOOD,HKU FOUNDATION HANDICAP,TURF - C Course,12,"950,000",13.03,33.86,56.61,,13.03,20.83,22.75,,4
5639,6/12/2013,Sha Tin,691,9,Class 3,1200,80-60,GOOD,THE HONG KONG UNIVERSITY ALUMNI ASSOCIATION CHALLENGE CUP HANDICAP,TURF - C Course,14,"950,000",23.75,47.31,01:09.8,,23.75,23.56,22.49,,4
5640,6/12/2013,Sha Tin,692,10,Class 3,1600,80-60,GOOD,HKU JOCKEY CLUB STUDENT VILLAGES HANDICAP,TURF - C Course,15,"950,000",24.77,47.18,01:11.0,01:34.4,24.77,22.41,23.77,23.45,4
5641,6/12/2013,Sha Tin,693,11,Class 2,1650,100-80,FAST,THE HONG KONG JOCKEY CLUB BUILDING FOR INTERDISCIPLINARY RESEARCH HANDICAP,ALL WEATHER TRACK,15,"1,400,000",28.55,51.99,01:15.9,01:39.1,28.55,23.44,23.88,23.2,4
5642,6/8/2013,Sha Tin,673,1,Class 5,1200,40-0,GOOD TO FIRM,CHAI WAN HANDICAP,TURF - B+2 Course,14,"540,000",24.16,46.38,01:09.5,,24.16,22.22,23.16,,4
5643,6/8/2013,Sha Tin,674,2,Class 5,1400,40-15,GOOD TO FIRM,HO SHEUNG HEUNG ROAD HANDICAP,TURF - B+2 Course,13,"540,000",14.05,36.88,01:00.3,01:23.2,14.05,22.83,23.44,22.9,4
5644,6/8/2013,Sha Tin,675,3,Class 4,1600,60-40,GOOD TO FIRM,LEI YUE MUN PARK HANDICAP,TURF - B+2 Course,10,"700,000",24.75,48.36,01:12.5,01:35.7,24.75,23.61,24.17,23.21,5
5645,6/8/2013,Sha Tin,676,4,Class 4,1200,60-40,GOOD TO FIRM,LUNG MUN ROAD HANDICAP,TURF - B+2 Course,14,"700,000",23.91,46.15,01:09.0,,23.91,22.24,22.85,,4
5646,6/8/2013,Sha Tin,677,5,Class 4,1200,60-40,GOOD TO FIRM,LUNG MUN ROAD HANDICAP,TURF - B+2 Course,15,"700,000",24.14,47.03,01:09.8,,24.14,22.89,22.75,,4
5647,6/8/2013,Sha Tin,678,6,Class 4,1400,60-40,GOOD TO FIRM,POK FU LAM RESERVOIR ROAD HANDICAP,TURF - B+2 Course,15,"700,000",13.69,35.71,59.12,01:22.1,13.69,22.02,23.41,22.95,4
5648,6/8/2013,Sha Tin,679,7,Class 3,1200,80-60,GOOD TO FIRM,POKFULAM PUBLIC RIDING SCHOOL HANDICAP,TURF - B+2 Course,14,"950,000",24.24,47.1,01:09.0,,24.24,22.86,21.85,,4
5649,6/8/2013,Sha Tin,680,8,Class 3,1400,80-60,GOOD TO FIRM,THE HONG KONG RIDING FOR THE DISABLED ASSOCIATION CUP HANDICAP,TURF - B+2 Course,15,"950,000",13.86,36.5,59.69,01:22.3,13.86,22.64,23.19,22.65,4
5650,6/8/2013,Sha Tin,681,9,Class 3,2000,85-60,GOOD TO FIRM,LO WU SADDLE CLUB HANDICAP,TURF - B+2 Course,14,"950,000",25.39,50.98,01:16.3,01:40.6,25.39,25.59,25.33,24.25,4
5651,6/8/2013,Sha Tin,682,10,Class 2,1200,100-80,GOOD TO FIRM,TUEN MUN PUBLIC RIDING SCHOOL HANDICAP,TURF - B+2 Course,15,"1,400,000",24.22,46.72,01:09.3,,24.22,22.5,22.56,,4
5652,6/5/2013,Happy Valley,665,1,Class 5,1800,40-0,GOOD,YUEN YUEN HANDICAP,TURF - A Course,12,"540,000",13.64,36.06,01:00.7,01:25.9,13.64,22.42,24.64,25.17,4
5653,6/5/2013,Happy Valley,666,2,Class 4,1200,60-40,GOOD,TSAP TSEUNG HANDICAP,TURF - A Course,12,"700,000",23.86,46.39,01:09.7,,23.86,22.53,23.34,,4
5654,6/5/2013,Happy Valley,667,3,Class 4 (Special Condition),1650,65-40,GOOD,VILLAGE HANDICAP,TURF - A Course,12,"700,000",27.24,51.16,01:15.8,01:40.3,27.24,23.92,24.64,24.48,4
5655,6/5/2013,Happy Valley,668,4,Class 4,1650,60-40,GOOD,TSUI MAN HANDICAP,TURF - A Course,12,"700,000",28.33,52.6,01:16.9,01:40.9,28.33,24.27,24.34,23.97,4
5656,6/5/2013,Happy Valley,669,5,Class 3,1000,80-60,GOOD,BROOM HANDICAP,TURF - A Course,12,"950,000",12.7,33.92,56.9,,12.7,21.22,22.98,,4
5657,6/5/2013,Happy Valley,670,6,Class 3,1650,80-60,GOOD,MIN FAT HANDICAP,TURF - A Course,13,"950,000",27.28,51.51,01:16.2,01:40.3,27.28,24.23,24.73,24.04,4
5658,6/5/2013,Happy Valley,671,7,Class 1,1800,85+,GOOD,THE HAPPY VALLEY VASE HANDICAP,TURF - A Course,12,"2,000,000",13.39,36.34,01:01.3,01:26.1,13.39,22.95,24.92,24.88,4
5659,6/5/2013,Happy Valley,672,8,Class 3,1200,80-60,GOOD,GREEN LANE HANDICAP,TURF - A Course,12,"950,000",24.09,47.2,01:10.2,,24.09,23.11,23,,4
5660,6/2/2013,Sha Tin,655,1,Class 5,1200,40-15,GOOD TO FIRM,NEW TERRITORIES HANDICAP,TURF - A+3 Course,14,"540,000",24.08,46.69,01:09.8,,24.08,22.61,23.14,,4
5661,6/2/2013,Sha Tin,656,2,Class 4,1800,60-35,GOOD TO FIRM,THE HONG KONG: OUR HOME CUP HANDICAP,TURF - A+3 Course,11,"700,000",14,38.09,01:03.0,01:26.9,14,24.09,24.89,23.89,5
5662,6/2/2013,Sha Tin,657,3,Class 5,1600,40-15,GOOD TO FIRM,HONG KONG ISLAND HANDICAP,TURF - A+3 Course,12,"540,000",25.58,49.49,01:13.2,01:36.4,25.58,23.91,23.74,23.18,4
5663,6/2/2013,Sha Tin,658,4,Class 4,1000,60-40,GOOD TO FIRM,KOWLOON HANDICAP,TURF - A+3 Course,15,"700,000",13.19,33.83,55.99,,13.19,20.64,22.16,,4
5664,6/2/2013,Sha Tin,659,5,Class 4,1200,60-40,GOOD TO FIRM,VIBRANT HONG KONG HANDICAP,TURF - A+3 Course,14,"700,000",24.23,46.7,01:09.5,,24.23,22.47,22.84,,4
5665,6/2/2013,Sha Tin,660,6,Class 4,1400,60-40,GOOD TO FIRM,THE 18 DISTRICTS CUP HANDICAP,TURF - A+3 Course,14,"700,000",13.59,35.5,59.53,01:22.7,13.59,21.91,24.03,23.19,4
5666,6/2/2013,Sha Tin,661,7,Class 3,1200,80-60,GOOD TO FIRM,HIP HONG KONG HANDICAP,TURF - A+3 Course,14,"950,000",24.3,47.42,01:09.0,,24.3,23.12,21.58,,4
5667,6/2/2013,Sha Tin,662,8,Class 3,1600,80-60,GOOD TO FIRM,THE LUSITANO CHALLENGE CUP HANDICAP,TURF - A+3 Course,14,"950,000",24.22,48.06,01:11.8,01:35.1,24.22,23.84,23.7,23.34,4
5668,6/2/2013,Sha Tin,663,9,Class 3,1400,80-60,GOOD TO FIRM,CARING HONG KONG HANDICAP,TURF - A+3 Course,16,"950,000",13.52,35.02,58.75,01:21.7,13.52,21.5,23.73,22.99,4
5669,6/2/2013,Sha Tin,664,10,Class 2,1600,100-80,GOOD TO FIRM,FRESH HONG KONG HANDICAP,TURF - A+3 Course,14,"1,400,000",24.44,47.14,01:11.4,01:34.5,24.44,22.7,24.25,23.14,4
5670,5/29/2013,Happy Valley,647,1,Class 5,1650,40-15,GOOD,YUE WAN HANDICAP,TURF - C+3 Course,12,"540,000",27.66,51.44,01:16.6,01:41.0,27.66,23.78,25.2,24.37,4
5671,5/29/2013,Happy Valley,648,2,Class 4,1000,60-40,GOOD TO FIRM,HONG TUNG HANDICAP,TURF - C+3 Course,12,"700,000",12.67,34.08,56.99,,12.67,21.41,22.91,,4
5672,5/29/2013,Happy Valley,649,3,Class 4,1200,60-40,GOOD TO FIRM,OI TUNG HANDICAP,TURF - C+3 Course,13,"700,000",23.23,45.9,01:09.8,,23.23,22.67,23.9,,4
5673,5/29/2013,Happy Valley,650,4,Class 4,1800,60-40,GOOD TO FIRM,YIU TUNG HANDICAP,TURF - C+3 Course,12,"700,000",13.72,36.77,01:00.9,01:26.5,13.72,23.05,24.17,25.52,4
5674,5/29/2013,Happy Valley,651,5,Class 4,1650,60-40,GOOD TO FIRM,WAN TSUI HANDICAP,TURF - C+3 Course,12,"700,000",28.19,52.78,01:17.8,01:41.0,28.19,24.59,25.02,23.2,4
5675,5/29/2013,Happy Valley,652,6,Class 3,1800,80-60,GOOD TO FIRM,HING WAH HANDICAP,TURF - C+3 Course,12,"950,000",13.55,35.77,59.32,01:24.7,13.55,22.22,23.55,25.39,4
5676,5/29/2013,Happy Valley,653,7,Class 3,1200,85-60,GOOD TO FIRM,HING MAN HANDICAP,TURF - C+3 Course,13,"950,000",23.64,46.47,01:09.7,,23.64,22.83,23.19,,4
5677,5/29/2013,Happy Valley,654,8,Class 3,1650,80-60,GOOD TO FIRM,HING TUNG HANDICAP,TURF - C+3 Course,12,"950,000",28.34,54.75,01:19.5,01:42.0,28.34,26.41,24.75,22.54,4
5678,5/26/2013,Sha Tin,637,1,Class 5,2000,40-0,GOOD TO YIELDING,PRIVILEGE HANDICAP,TURF - A Course,14,"540,000",26.28,52.4,01:17.4,01:42.6,26.28,26.12,24.97,25.2,4
